날짜,시간,지역,자치구,측정수,평균소음,표준편차,높은소음수,높은소음비율,최대소음,최소소음
2026-08-03,2,industrial_area,Geumcheon-gu,1,45.0,0.0,0,0.0,45.0,45.0
2026-08-03,2,industrial_area,Guro-gu,3,45.666666666666664,1.6996731711976247,0,0.0,48.0,44.0
2026-08-03,2,industrial_area,Jung-gu,2,38.5,0.5,0,0.0,39.0,38.0
2026-08-03,2,industrial_area,Jungnang-gu,1,35.0,0.0,0,0.0,35.0,35.0
2026-08-03,2,industrial_area,Mapo-gu,3,46.333333333333336,6.34209919681349,0,0.0,55.0,40.0
2026-08-03,2,industrial_area,Nowon-gu,2,41.5,6.5,0,0.0,48.0,35.0
2026-08-03,2,industrial_area,Seocho-gu,1,53.0,0.0,0,0.0,53.0,53.0
2026-08-03,2,industrial_area,Seongbuk-gu,1,48.0,0.0,0,0.0,48.0,48.0
2026-08-03,2,industrial_area,Seongdong-gu,2,53.5,2.5,0,0.0,56.0,51.0
2026-08-03,2,industrial_area,Songpa-gu,1,46.0,0.0,0,0.0,46.0,46.0
2026-08-03,2,industrial_area,Yangcheon-gu,4,48.0,8.154753215150045,0,0.0,57.0,35.0
2026-08-03,2,industrial_area,Yeongdeungpo-gu,4,44.75,6.49519052838329,0,0.0,53.0,35.0
2026-08-03,2,public_facilities,Geumcheon-gu,4,41.25,4.437059837324712,0,0.0,47.0,36.0
2026-08-03,2,public_facilities,Seodaemun-gu,1,52.0,0.0,0,0.0,52.0,52.0
